variant,DDT,M,S,run,seed,total_tardiness,decision_time_ms_mean
ns,0.5,20,1,13,13,9518.0,0.4884
ns,0.5,20,1,14,14,8488.0,0.4999
ns,0.5,20,1,15,15,8603.0,0.5007
ns,0.5,20,1,16,16,8069.0,0.4928
ns,0.5,20,1,17,17,8100.0,0.4943
ns,0.5,20,1,18,18,9157.0,0.4911
ns,0.5,20,1,19,19,9040.0,0.4954
ns,0.5,20,1,20,20,8248.0,0.4987
ns,0.5,20,1,21,21,8354.0,0.4977
ns,0.5,20,1,22,22,9118.0,0.4837
ns,0.5,20,1,23,23,8649.0,0.4965
ns,0.5,20,1,24,24,8578.0,0.498
ns,0.5,20,1,25,25,9199.0,0.4951
ns,0.5,20,1,26,26,9008.0,0.5
ns,0.5,20,1,27,27,8144.0,0.4953
ns,0.5,20,1,28,28,8217.0,0.4958
ns,0.5,20,1,29,29,7641.0,0.4974
ns,0.5,20,3,0,0,49999.0,0.5239
ns,0.5,20,3,1,1,52584.0,0.5274
ns,0.5,20,3,2,2,51300.0,0.5229
ns,0.5,20,3,3,3,48599.0,0.5284
ns,0.5,20,3,4,4,45374.0,0.5326
ns,0.5,20,3,5,5,49651.0,0.5387
ns,0.5,20,3,6,6,48976.0,0.5318
ns,0.5,20,3,7,7,46130.0,0.5308
ns,0.5,20,3,8,8,47107.0,0.5334
ns,0.5,20,3,9,9,47872.0,0.5401
ns,0.5,20,3,10,10,50487.0,0.535
ns,0.5,20,3,11,11,47984.0,0.5335
ns,0.5,20,3,12,12,50614.0,0.5356
ns,0.5,20,3,13,13,48163.0,0.528
ns,0.5,20,3,14,14,49731.0,0.5267
ns,0.5,20,3,15,15,45367.0,0.5247
ns,0.5,20,3,16,16,49246.0,0.5289
ns,0.5,20,3,17,17,48034.0,0.5262
ns,0.5,20,3,18,18,47586.0,0.5222
ns,0.5,20,3,19,19,46223.0,0.5264
ns,0.5,20,3,20,20,48224.0,0.5242
ns,0.5,20,3,21,21,56174.0,0.5322
ns,0.5,20,3,22,22,46522.0,0.5208
ns,0.5,20,3,23,23,46845.0,0.5239
ns,0.5,20,3,24,24,47819.0,0.5272
ns,0.5,20,3,25,25,44643.0,0.525
ns,0.5,20,3,26,26,50124.0,0.5293
ns,0.5,20,3,27,27,47423.0,0.5259
ns,0.5,20,3,28,28,49730.0,0.5211
ns,0.5,20,3,29,29,45477.0,0.5229
ns,0.5,20,5,0,0,21799.0,0.4273
ns,0.5,20,5,1,1,23623.0,0.4175
ns,0.5,20,5,2,2,22688.0,0.4193
ns,0.5,20,5,3,3,22734.0,0.4216
ns,0.5,20,5,4,4,22559.0,0.4207
ns,0.5,20,5,5,5,22709.0,0.4236
ns,0.5,20,5,6,6,23696.0,0.4233
ns,0.5,20,5,7,7,22551.0,0.4237
ns,0.5,20,5,8,8,22940.0,0.4233
ns,0.5,20,5,9,9,23902.0,0.4196
ns,0.5,20,5,10,10,23562.0,0.4201
ns,0.5,20,5,11,11,22478.0,0.4195
ns,0.5,20,5,12,12,25257.0,0.4206
ns,0.5,20,5,13,13,25391.0,0.4204
ns,0.5,20,5,14,14,21788.0,0.4188
ns,0.5,20,5,15,15,25967.0,0.4211
ns,0.5,20,5,16,16,23663.0,0.4172
ns,0.5,20,5,17,17,25102.0,0.4173
ns,0.5,20,5,18,18,24557.0,0.4154
ns,0.5,20,5,19,19,24197.0,0.4188
ns,0.5,20,5,20,20,22296.0,0.42
ns,0.5,20,5,21,21,24507.0,0.4192
ns,0.5,20,5,22,22,23244.0,0.4163
ns,0.5,20,5,23,23,21208.0,0.418
ns,0.5,20,5,24,24,26088.0,0.4198
ns,0.5,20,5,25,25,22563.0,0.4197
ns,0.5,20,5,26,26,25084.0,0.421
ns,0.5,20,5,27,27,22673.0,0.4194
ns,0.5,20,5,28,28,25218.0,0.4177
ns,0.5,20,5,29,29,24468.0,0.4216
ns,1.0,10,1,0,0,4331.0,0.4846
ns,1.0,10,1,1,1,4543.0,0.478
ns,1.0,10,1,2,2,5334.0,0.4854
ns,1.0,10,1,3,3,4233.0,0.4786
ns,1.0,10,1,4,4,4454.0,0.4837
ns,1.0,10,1,5,5,4807.0,0.4801
ns,1.0,10,1,6,6,4866.0,0.4846
ns,1.0,10,1,7,7,4756.0,0.4793
ns,1.0,10,1,8,8,4963.0,0.4798
ns,1.0,10,1,9,9,5170.0,0.4926
ns,1.0,10,1,10,10,4376.0,0.4776
ns,1.0,10,1,11,11,5020.0,0.4782
ns,1.0,10,1,12,12,5369.0,0.477
ns,1.0,10,1,13,13,5117.0,0.4885
ns,1.0,10,1,14,14,4499.0,0.4783
ns,1.0,10,1,15,15,5292.0,0.4839
ns,1.0,10,1,16,16,3669.0,0.4842
ns,1.0,10,1,17,17,4200.0,0.4878
ns,1.0,10,1,18,18,4428.0,0.4912
ns,1.0,10,1,19,19,4281.0,0.4802
ns,1.0,10,1,20,20,4054.0,0.4798
ns,1.0,10,1,21,21,5072.0,0.4813
ns,1.0,10,1,22,22,4983.0,0.4812
ns,1.0,10,1,23,23,4473.0,0.4895
ns,1.0,10,1,24,24,4616.0,0.4805
ns,1.0,10,1,25,25,3807.0,0.4818
ns,1.0,10,1,26,26,3998.0,0.4798
ns,1.0,10,1,27,27,4986.0,0.4767
ns,1.0,10,1,28,28,4420.0,0.4819
ns,1.0,10,1,29,29,3758.0,0.4827
ns,1.0,10,3,0,0,81417.0,0.4866
ns,1.0,10,3,1,1,87490.0,0.4868
ns,1.0,10,3,2,2,79142.0,0.4932
ns,1.0,10,3,3,3,74692.0,0.4856
ns,1.0,10,3,4,4,81606.0,0.4893
ns,1.0,10,3,5,5,75167.0,0.4855
ns,1.0,10,3,6,6,82591.0,0.4824
ns,1.0,10,3,7,7,83068.0,0.4936
ns,1.0,10,3,8,8,76475.0,0.4799
ns,1.0,10,3,9,9,76215.0,0.4856
ns,1.0,10,3,10,10,79920.0,0.4819
ns,1.0,10,3,11,11,83867.0,0.4863
ns,1.0,10,3,12,12,82552.0,0.4837
ns,1.0,10,3,13,13,81623.0,0.4846
ns,1.0,10,3,14,14,81955.0,0.4821
ns,1.0,10,3,15,15,79857.0,0.4838
ns,1.0,10,3,16,16,79249.0,0.4881
ns,1.0,10,3,17,17,80457.0,0.4835
ns,1.0,10,3,18,18,79254.0,0.4902
ns,1.0,10,3,19,19,79354.0,0.4874
ns,1.0,10,3,20,20,76529.0,0.4861
ns,1.0,10,3,21,21,86388.0,0.4821
ns,1.0,10,3,22,22,88179.0,0.4876
ns,1.0,10,3,23,23,80094.0,0.4839
ns,1.0,10,3,24,24,82860.0,0.4888
ns,1.0,10,3,25,25,77295.0,0.4841
ns,1.0,10,3,26,26,85653.0,0.4841
ns,1.0,10,3,27,27,78542.0,0.4826
ns,1.0,10,3,28,28,81728.0,0.4819
ns,1.0,10,3,29,29,81341.0,0.4899
ns,1.0,10,5,0,0,37690.0,0.4284
ns,1.0,10,5,1,1,35655.0,0.4248
ns,1.0,10,5,2,2,35461.0,0.419
ns,1.0,10,5,3,3,36767.0,0.423
ns,1.0,10,5,4,4,37309.0,0.4183
ns,1.0,10,5,5,5,35196.0,0.4199
ns,1.0,10,5,6,6,37188.0,0.4204
ns,1.0,10,5,7,7,36867.0,0.4274
ns,1.0,10,5,8,8,32168.0,0.421
ns,1.0,10,5,9,9,34817.0,0.4213
ns,1.0,10,5,10,10,33046.0,0.4201
ns,1.0,10,5,11,11,33297.0,0.4243
ns,1.0,10,5,12,12,34756.0,0.4216
ns,1.0,10,5,13,13,35655.0,0.4251
ns,1.0,10,5,14,14,35062.0,0.4251
ns,1.0,10,5,15,15,36265.0,0.419
ns,1.0,10,5,16,16,31266.0,0.4214
ns,1.0,10,5,17,17,36245.0,0.4192
ns,1.0,10,5,18,18,30893.0,0.4265
ns,1.0,10,5,19,19,37116.0,0.4186
ns,1.0,10,5,20,20,34433.0,0.4252
ns,1.0,10,5,21,21,32897.0,0.423
ns,1.0,10,5,22,22,34184.0,0.4245
ns,1.0,10,5,23,23,34463.0,0.4203
ns,1.0,10,5,24,24,33421.0,0.42
ns,1.0,10,5,25,25,32352.0,0.4254
ns,1.0,10,5,26,26,37026.0,0.4272
ns,1.0,10,5,27,27,33177.0,0.4204
ns,1.0,10,5,28,28,34108.0,0.4197
ns,1.0,10,5,29,29,35484.0,0.4215
ns,1.0,15,1,0,0,1439.0,0.4505
ns,1.0,15,1,1,1,1626.0,0.4386
ns,1.0,15,1,2,2,1486.0,0.4426
ns,1.0,15,1,3,3,1622.0,0.4394
ns,1.0,15,1,4,4,1473.0,0.4386
ns,1.0,15,1,5,5,1824.0,0.4451
ns,1.0,15,1,6,6,1427.0,0.4414
ns,1.0,15,1,7,7,1655.0,0.4389
ns,1.0,15,1,8,8,1671.0,0.4356
ns,1.0,15,1,9,9,1551.0,0.4369
ns,1.0,15,1,10,10,1736.0,0.4439
ns,1.0,15,1,11,11,1616.0,0.44
ns,1.0,15,1,12,12,1592.0,0.4327
ns,1.0,15,1,13,13,2050.0,0.4462
ns,1.0,15,1,14,14,1765.0,0.4378
ns,1.0,15,1,15,15,1873.0,0.4397
ns,1.0,15,1,16,16,1600.0,0.4399
ns,1.0,15,1,17,17,1551.0,0.4424
ns,1.0,15,1,18,18,1546.0,0.4451
ns,1.0,15,1,19,19,1388.0,0.4538
ns,1.0,15,1,20,20,1766.0,0.4827
ns,1.0,15,1,21,21,1623.0,0.4967
ns,1.0,15,1,22,22,1860.0,0.4407
ns,1.0,15,1,23,23,1424.0,0.4398
ns,1.0,15,1,24,24,2342.0,0.4426
ns,1.0,15,1,25,25,1828.0,0.4443
ns,1.0,15,1,26,26,1646.0,0.4468
ns,1.0,15,1,27,27,1738.0,0.4395
ns,1.0,15,1,28,28,1613.0,0.443
ns,1.0,15,1,29,29,1770.0,0.4602
ns,1.0,15,3,0,0,53811.0,0.5202
ns,1.0,15,3,1,1,55688.0,0.5119
ns,1.0,15,3,2,2,50608.0,0.5178
ns,1.0,15,3,3,3,50760.0,0.5167
ns,1.0,15,3,4,4,50992.0,0.5097
ns,1.0,15,3,5,5,54039.0,0.5176
ns,1.0,15,3,6,6,50123.0,0.5135
ns,1.0,15,3,7,7,57841.0,0.5129
ns,1.0,15,3,8,8,50884.0,0.5119
ns,1.0,15,3,9,9,47658.0,0.5142
ns,1.0,15,3,10,10,57587.0,0.5262
ns,1.0,15,3,11,11,47652.0,0.5109
ns,1.0,15,3,12,12,54814.0,0.5097
ns,1.0,15,3,13,13,49585.0,0.5092
ns,1.0,15,3,14,14,49004.0,0.5047
ns,1.0,15,3,15,15,51944.0,0.5132
ns,1.0,15,3,16,16,50888.0,0.5126
ns,1.0,15,3,17,17,51546.0,0.5027
ns,1.0,15,3,18,18,49325.0,0.5068
ns,1.0,15,3,19,19,51890.0,0.5002
ns,1.0,15,3,20,20,52894.0,0.5097
ns,1.0,15,3,21,21,52803.0,0.5028
ns,1.0,15,3,22,22,57043.0,0.5079
ns,1.0,15,3,23,23,47995.0,0.5046
ns,1.0,15,3,24,24,51601.0,0.5085
ns,1.0,15,3,25,25,50675.0,0.5016
ns,1.0,15,3,26,26,54069.0,0.5047
ns,1.0,15,3,27,27,54205.0,0.5063
ns,1.0,15,3,28,28,55732.0,0.5075
ns,1.0,15,3,29,29,51098.0,0.5072
ns,1.0,15,5,0,0,196628.0,0.5466
ns,1.0,15,5,1,1,195403.0,0.5512
ns,1.0,15,5,2,2,191751.0,0.5533
ns,1.0,15,5,3,3,187461.0,0.5537
ns,1.0,15,5,4,4,188425.0,0.5512
ns,1.0,15,5,5,5,182235.0,0.5492
ns,1.0,15,5,6,6,187184.0,0.5439
ns,1.0,15,5,7,7,195874.0,0.5422
ns,1.0,15,5,8,8,196513.0,0.54
ns,1.0,15,5,9,9,190001.0,0.5395
ns,1.0,15,5,10,10,200410.0,0.5499
ns,1.0,15,5,11,11,179247.0,0.5501
ns,1.0,15,5,12,12,204098.0,0.5635
ns,1.0,15,5,13,13,197667.0,0.5656
ns,1.0,15,5,14,14,199881.0,0.5545
ns,1.0,15,5,15,15,189539.0,0.5456
ns,1.0,15,5,16,16,179840.0,0.5427
ns,1.0,15,5,17,17,195282.0,0.538
ns,1.0,15,5,18,18,183055.0,0.5377
ns,1.0,15,5,19,19,193700.0,0.539
ns,1.0,15,5,20,20,193710.0,0.5452
ns,1.0,15,5,21,21,184729.0,0.5464
ns,1.0,15,5,22,22,200139.0,0.5555
ns,1.0,15,5,23,23,194888.0,0.5569
ns,1.0,15,5,24,24,185854.0,0.5644
ns,1.0,15,5,25,25,176628.0,0.5607
ns,1.0,15,5,26,26,197988.0,0.5446
ns,1.0,15,5,27,27,181664.0,0.5433
ns,1.0,15,5,28,28,195180.0,0.5343
ns,1.0,15,5,29,29,210102.0,0.5362
ns,1.0,20,1,0,0,2349.0,0.4626
ns,1.0,20,1,1,1,2781.0,0.4651
ns,1.0,20,1,2,2,2764.0,0.4663
ns,1.0,20,1,3,3,2677.0,0.458
ns,1.0,20,1,4,4,2512.0,0.4562
ns,1.0,20,1,5,5,2836.0,0.461
ns,1.0,20,1,6,6,3201.0,0.4602
ns,1.0,20,1,7,7,2732.0,0.4515
ns,1.0,20,1,8,8,2245.0,0.4637
ns,1.0,20,1,9,9,2577.0,0.46
ns,1.0,20,1,10,10,2339.0,0.4708
ns,1.0,20,1,11,11,2921.0,0.4597
ns,1.0,20,1,12,12,2254.0,0.4603
ns,1.0,20,1,13,13,2690.0,0.4664
ns,1.0,20,1,14,14,2434.0,0.4481
ns,1.0,20,1,15,15,2578.0,0.4581
ns,1.0,20,1,16,16,2627.0,0.4632
ns,1.0,20,1,17,17,2421.0,0.4565
ns,1.0,20,1,18,18,2171.0,0.4544
ns,1.0,20,1,19,19,2519.0,0.4626
ns,1.0,20,1,20,20,2710.0,0.4546
ns,1.0,20,1,21,21,2899.0,0.4567
ns,1.0,20,1,22,22,2489.0,0.4606
ns,1.0,20,1,23,23,2618.0,0.4538
ns,1.0,20,1,24,24,2519.0,0.4538
ns,1.0,20,1,25,25,2668.0,0.4576
ns,1.0,20,1,26,26,2355.0,0.4534
ns,1.0,20,1,27,27,2340.0,0.4515
ns,1.0,20,1,28,28,2840.0,0.4664
ns,1.0,20,1,29,29,2479.0,0.4568
ns,1.0,20,3,0,0,1628.0,0.4279
ns,1.0,20,3,1,1,1912.0,0.4241
ns,1.0,20,3,2,2,1835.0,0.4257
ns,1.0,20,3,3,3,1768.0,0.4207
ns,1.0,20,3,4,4,1641.0,0.4209
ns,1.0,20,3,5,5,1744.0,0.4261
ns,1.0,20,3,6,6,1800.0,0.4227
ns,1.0,20,3,7,7,1523.0,0.4239
ns,1.0,20,3,8,8,1618.0,0.422
ns,1.0,20,3,9,9,1754.0,0.4258
ns,1.0,20,3,10,10,1753.0,0.4251
ns,1.0,20,3,11,11,1411.0,0.4183
ns,1.0,20,3,12,12,1766.0,0.4219
ns,1.0,20,3,13,13,1627.0,0.4186
ns,1.0,20,3,14,14,1808.0,0.4252
ns,1.0,20,3,15,15,1729.0,0.426
ns,1.0,20,3,16,16,1564.0,0.4426
ns,1.0,20,3,17,17,1615.0,0.4463
ns,1.0,20,3,18,18,1798.0,0.4217
ns,1.0,20,3,19,19,1751.0,0.423
ns,1.0,20,3,20,20,1536.0,0.4237
ns,1.0,20,3,21,21,1577.0,0.4211
ns,1.0,20,3,22,22,1708.0,0.4196
ns,1.0,20,3,23,23,1848.0,0.4185
ns,1.0,20,3,24,24,1596.0,0.417
ns,1.0,20,3,25,25,1734.0,0.4262
ns,1.0,20,3,26,26,1801.0,0.4197
ns,1.0,20,3,27,27,1495.0,0.4174
ns,1.0,20,3,28,28,1465.0,0.4191
ns,1.0,20,3,29,29,1676.0,0.4216
ns,1.0,20,5,0,0,75687.0,0.5333
ns,1.0,20,5,1,1,76768.0,0.5309
ns,1.0,20,5,2,2,70973.0,0.5392
ns,1.0,20,5,3,3,80976.0,0.5346
ns,1.0,20,5,4,4,71220.0,0.5374
ns,1.0,20,5,5,5,82040.0,0.5459
ns,1.0,20,5,6,6,79401.0,0.5402
ns,1.0,20,5,7,7,73821.0,0.5339
ns,1.0,20,5,8,8,77185.0,0.5306
ns,1.0,20,5,9,9,70118.0,0.5288
ns,1.0,20,5,10,10,79212.0,0.5218
ns,1.0,20,5,11,11,78410.0,0.5184
ns,1.0,20,5,12,12,78938.0,0.5207
ns,1.0,20,5,13,13,71495.0,0.5236
ns,1.0,20,5,14,14,72376.0,0.526
ns,1.0,20,5,15,15,69041.0,0.5318
ns,1.0,20,5,16,16,71116.0,0.5372
ns,1.0,20,5,17,17,77484.0,0.5341
ns,1.0,20,5,18,18,68287.0,0.5344
ns,1.0,20,5,19,19,73244.0,0.5362
ns,1.0,20,5,20,20,75447.0,0.5479
ns,1.0,20,5,21,21,79488.0,0.5402
ns,1.0,20,5,22,22,74708.0,0.5489
ns,1.0,20,5,23,23,76706.0,0.5841
ns,1.0,20,5,24,24,80856.0,0.5782
ns,1.0,20,5,25,25,74599.0,0.5638
ns,1.0,20,5,26,26,77005.0,0.5342
ns,1.0,20,5,27,27,84306.0,0.5385
ns,1.0,20,5,28,28,87467.0,0.5253
ns,1.0,20,5,29,29,79569.0,0.5211
ns,1.5,10,1,0,0,274.0,0.5076
ns,1.5,10,1,1,1,116.0,0.4968
ns,1.5,10,1,2,2,108.0,0.5027
ns,1.5,10,1,3,3,90.0,0.4958
ns,1.5,10,1,4,4,425.0,0.4986
ns,1.5,10,1,5,5,26.0,0.4968
ns,1.5,10,1,6,6,8.0,0.5021
ns,1.5,10,1,7,7,86.0,0.5052
ns,1.5,10,1,8,8,124.0,0.4999
ns,1.5,10,1,9,9,20.0,0.4921
ns,1.5,10,1,10,10,117.0,0.5009
ns,1.5,10,1,11,11,210.0,0.5003
ns,1.5,10,1,12,12,26.0,0.498
ns,1.5,10,1,13,13,115.0,0.4963
ns,1.5,10,1,14,14,23.0,0.502
ns,1.5,10,1,15,15,186.0,0.505
ns,1.5,10,1,16,16,19.0,0.5029
ns,1.5,10,1,17,17,39.0,0.5135
ns,1.5,10,1,18,18,0.0,0.508
ns,1.5,10,1,19,19,40.0,0.5145
ns,1.5,10,1,20,20,13.0,0.4978
ns,1.5,10,1,21,21,8.0,0.5065
ns,1.5,10,1,22,22,17.0,0.5052
ns,1.5,10,1,23,23,76.0,0.5089
ns,1.5,10,1,24,24,27.0,0.5097
ns,1.5,10,1,25,25,0.0,0.4915
ns,1.5,10,1,26,26,215.0,0.5036
ns,1.5,10,1,27,27,52.0,0.5068
ns,1.5,10,1,28,28,151.0,0.5117
ns,1.5,10,1,29,29,139.0,0.5041
ns,1.5,10,3,0,0,52935.0,0.4921
ns,1.5,10,3,1,1,50168.0,0.4892
ns,1.5,10,3,2,2,51481.0,0.4968
ns,1.5,10,3,3,3,52906.0,0.496
ns,1.5,10,3,4,4,50037.0,0.4951
ns,1.5,10,3,5,5,50933.0,0.493
ns,1.5,10,3,6,6,57539.0,0.4889
ns,1.5,10,3,7,7,51597.0,0.498
ns,1.5,10,3,8,8,51378.0,0.4931
ns,1.5,10,3,9,9,53181.0,0.4982
ns,1.5,10,3,10,10,53450.0,0.4965
ns,1.5,10,3,11,11,51651.0,0.494
ns,1.5,10,3,12,12,57666.0,0.4991
ns,1.5,10,3,13,13,56899.0,0.4955
ns,1.5,10,3,14,14,51952.0,0.4998
ns,1.5,10,3,15,15,53859.0,0.4967
ns,1.5,10,3,16,16,53808.0,0.4963
ns,1.5,10,3,17,17,50783.0,0.4975
ns,1.5,10,3,18,18,51815.0,0.4921
ns,1.5,10,3,19,19,49519.0,0.4841
ns,1.5,10,3,20,20,52487.0,0.4846
ns,1.5,10,3,21,21,52548.0,0.4869
ns,1.5,10,3,22,22,56541.0,0.487
ns,1.5,10,3,23,23,49091.0,0.4855
ns,1.5,10,3,24,24,53646.0,0.4843
ns,1.5,10,3,25,25,52690.0,0.4811
ns,1.5,10,3,26,26,58117.0,0.4849
ns,1.5,10,3,27,27,55605.0,0.4872
ns,1.5,10,3,28,28,51583.0,0.4825
ns,1.5,10,3,29,29,49735.0,0.4827
ns,1.5,10,5,0,0,14293.0,0.4197
ns,1.5,10,5,1,1,15458.0,0.4217
ns,1.5,10,5,2,2,17409.0,0.4175
ns,1.5,10,5,3,3,16893.0,0.4197
ns,1.5,10,5,4,4,16355.0,0.4169
ns,1.5,10,5,5,5,15729.0,0.4213
ns,1.5,10,5,6,6,17908.0,0.4189
ns,1.5,10,5,7,7,12398.0,0.417
ns,1.5,10,5,8,8,15591.0,0.4212
ns,1.5,10,5,9,9,16179.0,0.4173
ns,1.5,10,5,10,10,20931.0,0.4239
ns,1.5,10,5,11,11,11043.0,0.4178
ns,1.5,10,5,12,12,16153.0,0.4176
ns,1.5,10,5,13,13,20485.0,0.4176
ns,1.5,10,5,14,14,15179.0,0.4087
ns,1.5,10,5,15,15,13623.0,0.4203
ns,1.5,10,5,16,16,14546.0,0.4201
ns,1.5,10,5,17,17,13476.0,0.4162
ns,1.5,10,5,18,18,11613.0,0.42
ns,1.5,10,5,19,19,14168.0,0.4205
ns,1.5,10,5,20,20,17427.0,0.4172
ns,1.5,10,5,21,21,15697.0,0.4192
ns,1.5,10,5,22,22,18963.0,0.4229
ns,1.5,10,5,23,23,18456.0,0.4234
ns,1.5,10,5,24,24,14370.0,0.4221
ns,1.5,10,5,25,25,13673.0,0.4136
ns,1.5,10,5,26,26,17640.0,0.4218
ns,1.5,10,5,27,27,14611.0,0.4179
ns,1.5,10,5,28,28,17880.0,0.4197
ns,1.5,10,5,29,29,15255.0,0.4183
ns,1.5,15,1,0,0,23.0,0.5007
ns,1.5,15,1,1,1,57.0,0.4872
ns,1.5,15,1,2,2,23.0,0.482
ns,1.5,15,1,3,3,12.0,0.4871
ns,1.5,15,1,4,4,0.0,0.4898
ns,1.5,15,1,5,5,11.0,0.4903
ns,1.5,15,1,6,6,22.0,0.4842
ns,1.5,15,1,7,7,0.0,0.4961
ns,1.5,15,1,8,8,51.0,0.4989
ns,1.5,15,1,9,9,40.0,0.488
ns,1.5,15,1,10,10,46.0,0.4814
ns,1.5,15,1,11,11,0.0,0.4951
ns,1.5,15,1,12,12,102.0,0.4931
ns,1.5,15,1,13,13,54.0,0.4938
ns,1.5,15,1,14,14,53.0,0.4885
ns,1.5,15,1,15,15,52.0,0.4892
ns,1.5,15,1,16,16,22.0,0.4881
ns,1.5,15,1,17,17,6.0,0.4914
ns,1.5,15,1,18,18,0.0,0.4962
ns,1.5,15,1,19,19,1.0,0.4916
ns,1.5,15,1,20,20,8.0,0.4952
ns,1.5,15,1,21,21,17.0,0.4885
ns,1.5,15,1,22,22,31.0,0.4815
ns,1.5,15,1,23,23,11.0,0.4978
ns,1.5,15,1,24,24,34.0,0.4904
ns,1.5,15,1,25,25,0.0,0.4857
ns,1.5,15,1,26,26,29.0,0.5004
ns,1.5,15,1,27,27,34.0,0.4903
ns,1.5,15,1,28,28,23.0,0.4874
ns,1.5,15,1,29,29,1.0,0.4895
ns,1.5,15,3,0,0,19534.0,0.5145
ns,1.5,15,3,1,1,21734.0,0.5127
ns,1.5,15,3,2,2,19290.0,0.5169
ns,1.5,15,3,3,3,21206.0,0.5177
ns,1.5,15,3,4,4,20018.0,0.5228
ns,1.5,15,3,5,5,19236.0,0.5224
ns,1.5,15,3,6,6,22695.0,0.516
ns,1.5,15,3,7,7,23334.0,0.5113
ns,1.5,15,3,8,8,21592.0,0.5241
ns,1.5,15,3,9,9,23689.0,0.5215
ns,1.5,15,3,10,10,22023.0,0.5324
ns,1.5,15,3,11,11,22084.0,0.5221
ns,1.5,15,3,12,12,21291.0,0.5283
ns,1.5,15,3,13,13,21771.0,0.5225
ns,1.5,15,3,14,14,22479.0,0.5229
ns,1.5,15,3,15,15,19474.0,0.5222
ns,1.5,15,3,16,16,20961.0,0.5055
ns,1.5,15,3,17,17,21456.0,0.5131
ns,1.5,15,3,18,18,19156.0,0.507
ns,1.5,15,3,19,19,18765.0,0.5101
ns,1.5,15,3,20,20,21885.0,0.5118
ns,1.5,15,3,21,21,20885.0,0.5069
ns,1.5,15,3,22,22,22768.0,0.5026
ns,1.5,15,3,23,23,24435.0,0.5048
ns,1.5,15,3,24,24,17509.0,0.5006
ns,1.5,15,3,25,25,19513.0,0.5021
ns,1.5,15,3,26,26,23108.0,0.5062
ns,1.5,15,3,27,27,22856.0,0.5016
ns,1.5,15,3,28,28,22230.0,0.5052
ns,1.5,15,3,29,29,22825.0,0.513
ns,1.5,15,5,0,0,113806.0,0.5163
ns,1.5,15,5,1,1,120862.0,0.515
ns,1.5,15,5,2,2,116667.0,0.5242
ns,1.5,15,5,3,3,112686.0,0.5235
ns,1.5,15,5,4,4,121885.0,0.5231
ns,1.5,15,5,5,5,112549.0,0.5273
ns,1.5,15,5,6,6,119720.0,0.5259
ns,1.5,15,5,7,7,125077.0,0.5276
ns,1.5,15,5,8,8,118973.0,0.5352
ns,1.5,15,5,9,9,116991.0,0.5269
ns,1.5,15,5,10,10,124309.0,0.5281
ns,1.5,15,5,11,11,116190.0,0.5259
ns,1.5,15,5,12,12,127122.0,0.5209
ns,1.5,15,5,13,13,110625.0,0.5186
ns,1.5,15,5,14,14,115735.0,0.52
ns,1.5,15,5,15,15,111213.0,0.5167
ns,1.5,15,5,16,16,119369.0,0.5135
ns,1.5,15,5,17,17,120966.0,0.5105
ns,1.5,15,5,18,18,116097.0,0.5074
ns,1.5,15,5,19,19,124090.0,0.5134
ns,1.5,15,5,20,20,125267.0,0.5122
ns,1.5,15,5,21,21,113723.0,0.5106
ns,1.5,15,5,22,22,124351.0,0.5135
ns,1.5,15,5,23,23,123171.0,0.5264
ns,1.5,15,5,24,24,114572.0,0.5163
ns,1.5,15,5,25,25,116781.0,0.525
ns,1.5,15,5,26,26,123557.0,0.5312
ns,1.5,15,5,27,27,116645.0,0.526
ns,1.5,15,5,28,28,117622.0,0.5251
ns,1.5,15,5,29,29,117780.0,0.5294
ns,1.5,20,1,0,0,187.0,0.4669
ns,1.5,20,1,1,1,129.0,0.464
ns,1.5,20,1,2,2,149.0,0.4594
ns,1.5,20,1,3,3,172.0,0.4627
ns,1.5,20,1,4,4,174.0,0.4602
ns,1.5,20,1,5,5,205.0,0.4684
ns,1.5,20,1,6,6,290.0,0.4545
ns,1.5,20,1,7,7,198.0,0.463
ns,1.5,20,1,8,8,347.0,0.4558
ns,1.5,20,1,9,9,234.0,0.4594
ns,1.5,20,1,10,10,131.0,0.4651
ns,1.5,20,1,11,11,136.0,0.4669
ns,1.5,20,1,12,12,277.0,0.4609
ns,1.5,20,1,13,13,372.0,0.4582
ns,1.5,20,1,14,14,275.0,0.4576
ns,1.5,20,1,15,15,121.0,0.4662
ns,1.5,20,1,16,16,199.0,0.4651
ns,1.5,20,1,17,17,144.0,0.4657
ns,1.5,20,1,18,18,236.0,0.4617
ns,1.5,20,1,19,19,261.0,0.4588
ns,1.5,20,1,20,20,163.0,0.4597
ns,1.5,20,1,21,21,237.0,0.456
ns,1.5,20,1,22,22,294.0,0.455
ns,1.5,20,1,23,23,219.0,0.4634
ns,1.5,20,1,24,24,357.0,0.4661
ns,1.5,20,1,25,25,220.0,0.465
ns,1.5,20,1,26,26,122.0,0.4632
ns,1.5,20,1,27,27,153.0,0.4478
ns,1.5,20,1,28,28,263.0,0.4553
ns,1.5,20,1,29,29,180.0,0.4589
ns,1.5,20,3,0,0,1504.0,0.4263
ns,1.5,20,3,1,1,872.0,0.4185
ns,1.5,20,3,2,2,1047.0,0.4262
ns,1.5,20,3,3,3,1149.0,0.4248
ns,1.5,20,3,4,4,1451.0,0.4293
ns,1.5,20,3,5,5,1215.0,0.4307
ns,1.5,20,3,6,6,1654.0,0.4217
