variant,DDT,M,S,run,seed,total_tardiness,decision_time_ms_mean
nf,1.5,10,1,12,12,4842,0.4566
nf,1.5,10,1,13,13,5365,0.4724
nf,1.5,10,1,14,14,4557,0.4691
nf,1.5,10,1,15,15,5240,0.4699
nf,1.5,10,1,16,16,4543,0.4788
nf,1.5,10,1,17,17,4491,0.4736
nf,1.5,10,1,18,18,3966,0.4781
nf,1.5,10,1,19,19,4747,0.4791
nf,1.5,10,1,20,20,4545,0.4723
nf,1.5,10,1,21,21,5241,0.4644
nf,1.5,10,1,22,22,5737,0.4717
nf,1.5,10,1,23,23,4718,0.4721
nf,1.5,10,1,24,24,5206,0.4738
nf,1.5,10,1,25,25,5194,0.4764
nf,1.5,10,1,26,26,5125,0.4819
nf,1.5,10,1,27,27,3797,0.4778
nf,1.5,10,1,28,28,5498,0.4748
nf,1.5,10,1,29,29,4806,0.4785
nf,1.5,10,3,0,0,111567,0.4388
nf,1.5,10,3,1,1,114374,0.4563
nf,1.5,10,3,2,2,109979,0.4547
nf,1.5,10,3,3,3,107000,0.4556
nf,1.5,10,3,4,4,115586,0.4589
nf,1.5,10,3,5,5,113561,0.4489
nf,1.5,10,3,6,6,112247,0.438
nf,1.5,10,3,7,7,118485,0.4524
nf,1.5,10,3,8,8,111290,0.4416
nf,1.5,10,3,9,9,115356,0.447
nf,1.5,10,3,10,10,111685,0.4474
nf,1.5,10,3,11,11,114110,0.4287
nf,1.5,10,3,12,12,111777,0.4326
nf,1.5,10,3,13,13,110794,0.4267
nf,1.5,10,3,14,14,115189,0.427
nf,1.5,10,3,15,15,109279,0.4337
nf,1.5,10,3,16,16,113564,0.4278
nf,1.5,10,3,17,17,111286,0.4376
nf,1.5,10,3,18,18,109917,0.4434
nf,1.5,10,3,19,19,113764,0.4523
nf,1.5,10,3,20,20,111267,0.4512
nf,1.5,10,3,21,21,109209,0.4489
nf,1.5,10,3,22,22,112728,0.439
nf,1.5,10,3,23,23,113258,0.4546
nf,1.5,10,3,24,24,113236,0.4474
nf,1.5,10,3,25,25,111906,0.4575
nf,1.5,10,3,26,26,109733,0.4617
nf,1.5,10,3,27,27,110865,0.4534
nf,1.5,10,3,28,28,114719,0.4552
nf,1.5,10,3,29,29,111238,0.4578
nf,1.5,10,5,0,0,38538,0.4113
nf,1.5,10,5,1,1,36393,0.4151
nf,1.5,10,5,2,2,39173,0.4154
nf,1.5,10,5,3,3,36269,0.4118
nf,1.5,10,5,4,4,39729,0.4153
nf,1.5,10,5,5,5,41376,0.4173
nf,1.5,10,5,6,6,42056,0.4157
nf,1.5,10,5,7,7,42138,0.4135
nf,1.5,10,5,8,8,39784,0.4149
nf,1.5,10,5,9,9,39313,0.415
nf,1.5,10,5,10,10,38508,0.4171
nf,1.5,10,5,11,11,40564,0.4163
nf,1.5,10,5,12,12,39557,0.4123
nf,1.5,10,5,13,13,38264,0.4036
nf,1.5,10,5,14,14,35623,0.4016
nf,1.5,10,5,15,15,36406,0.3989
nf,1.5,10,5,16,16,41512,0.4076
nf,1.5,10,5,17,17,39237,0.4096
nf,1.5,10,5,18,18,40520,0.415
nf,1.5,10,5,19,19,38031,0.4101
nf,1.5,10,5,20,20,34880,0.4157
nf,1.5,10,5,21,21,36817,0.4132
nf,1.5,10,5,22,22,37919,0.4149
nf,1.5,10,5,23,23,37938,0.4144
nf,1.5,10,5,24,24,40335,0.4202
nf,1.5,10,5,25,25,37430,0.4184
nf,1.5,10,5,26,26,39992,0.4313
nf,1.5,10,5,27,27,37268,0.4204
nf,1.5,10,5,28,28,37291,0.4223
nf,1.5,10,5,29,29,33829,0.4179
nf,1.5,15,1,0,0,2775,0.4375
nf,1.5,15,1,1,1,2973,0.45
nf,1.5,15,1,2,2,2561,0.4694
nf,1.5,15,1,3,3,3028,0.4357
nf,1.5,15,1,4,4,2967,0.4417
nf,1.5,15,1,5,5,2619,0.452
nf,1.5,15,1,6,6,3242,0.4623
nf,1.5,15,1,7,7,3216,0.4584
nf,1.5,15,1,8,8,3098,0.4546
nf,1.5,15,1,9,9,3119,0.4571
nf,1.5,15,1,10,10,2760,0.46
nf,1.5,15,1,11,11,2697,0.4579
nf,1.5,15,1,12,12,3060,0.4549
nf,1.5,15,1,13,13,3706,0.4587
nf,1.5,15,1,14,14,2863,0.4589
nf,1.5,15,1,15,15,3194,0.4567
nf,1.5,15,1,16,16,3080,0.4586
nf,1.5,15,1,17,17,2899,0.4489
nf,1.5,15,1,18,18,3014,0.4494
nf,1.5,15,1,19,19,3000,0.454
nf,1.5,15,1,20,20,3042,0.4514
nf,1.5,15,1,21,21,2594,0.4512
nf,1.5,15,1,22,22,2642,0.4587
nf,1.5,15,1,23,23,3284,0.4662
nf,1.5,15,1,24,24,3130,0.4635
nf,1.5,15,1,25,25,2695,0.4663
nf,1.5,15,1,26,26,2946,0.4659
nf,1.5,15,1,27,27,3300,0.4581
nf,1.5,15,1,28,28,2898,0.4642
nf,1.5,15,1,29,29,3076,0.4754
nf,1.5,15,3,0,0,81839,0.4625
nf,1.5,15,3,1,1,84278,0.4616
nf,1.5,15,3,2,2,89428,0.4648
nf,1.5,15,3,3,3,82729,0.4631
nf,1.5,15,3,4,4,86961,0.4556
nf,1.5,15,3,5,5,87990,0.4643
nf,1.5,15,3,6,6,81271,0.4628
nf,1.5,15,3,7,7,80708,0.461
nf,1.5,15,3,8,8,86264,0.4652
nf,1.5,15,3,9,9,86106,0.4582
nf,1.5,15,3,10,10,85062,0.4643
nf,1.5,15,3,11,11,81811,0.4573
nf,1.5,15,3,12,12,85631,0.4644
nf,1.5,15,3,13,13,90475,0.4633
nf,1.5,15,3,14,14,83177,0.4588
nf,1.5,15,3,15,15,84140,0.4599
nf,1.5,15,3,16,16,85388,0.4632
nf,1.5,15,3,17,17,84576,0.4629
nf,1.5,15,3,18,18,81738,0.4634
nf,1.5,15,3,19,19,85778,0.4635
nf,1.5,15,3,20,20,84650,0.4654
nf,1.5,15,3,21,21,81557,0.4614
nf,1.5,15,3,22,22,87752,0.4713
nf,1.5,15,3,23,23,84641,0.4676
nf,1.5,15,3,24,24,85202,0.4679
nf,1.5,15,3,25,25,81686,0.4657
nf,1.5,15,3,26,26,85872,0.4734
nf,1.5,15,3,27,27,87968,0.4696
nf,1.5,15,3,28,28,84327,0.4741
nf,1.5,15,3,29,29,86111,0.4755
nf,1.5,15,5,0,0,267229,0.4704
nf,1.5,15,5,1,1,270154,0.4773
nf,1.5,15,5,2,2,256663,0.4771
nf,1.5,15,5,3,3,263963,0.471
nf,1.5,15,5,4,4,268477,0.4785
nf,1.5,15,5,5,5,273859,0.4755
nf,1.5,15,5,6,6,266559,0.4732
nf,1.5,15,5,7,7,265836,0.4722
nf,1.5,15,5,8,8,272702,0.4713
nf,1.5,15,5,9,9,269099,0.4748
nf,1.5,15,5,10,10,268629,0.4723
nf,1.5,15,5,11,11,270683,0.4737
nf,1.5,15,5,12,12,261834,0.4672
nf,1.5,15,5,13,13,268052,0.4671
nf,1.5,15,5,14,14,262103,0.473
nf,1.5,15,5,15,15,270555,0.4622
nf,1.5,15,5,16,16,266337,0.4742
nf,1.5,15,5,17,17,273938,0.5199
nf,1.5,15,5,18,18,264721,0.4775
nf,1.5,15,5,19,19,262472,0.4843
nf,1.5,15,5,20,20,267848,0.4667
nf,1.5,15,5,21,21,266117,0.4704
nf,1.5,15,5,22,22,271093,0.4675
nf,1.5,15,5,23,23,263395,0.468
nf,1.5,15,5,24,24,275602,0.4723
nf,1.5,15,5,25,25,273925,0.4701
nf,1.5,15,5,26,26,259280,0.4782
nf,1.5,15,5,27,27,267209,0.4708
nf,1.5,15,5,28,28,264106,0.4732
nf,1.5,15,5,29,29,265685,0.4753
nf,1.5,20,1,0,0,1753,0.4372
nf,1.5,20,1,1,1,1902,0.4194
nf,1.5,20,1,2,2,1917,0.4212
nf,1.5,20,1,3,3,1548,0.4221
nf,1.5,20,1,4,4,1744,0.4323
nf,1.5,20,1,5,5,1912,0.4409
nf,1.5,20,1,6,6,1909,0.4385
nf,1.5,20,1,7,7,1700,0.4406
nf,1.5,20,1,8,8,1915,0.4363
nf,1.5,20,1,9,9,1836,0.4311
nf,1.5,20,1,10,10,2020,0.4303
nf,1.5,20,1,11,11,1912,0.4308
nf,1.5,20,1,12,12,1723,0.438
nf,1.5,20,1,13,13,1881,0.435
nf,1.5,20,1,14,14,1758,0.4496
nf,1.5,20,1,15,15,1714,0.4384
nf,1.5,20,1,16,16,1701,0.4419
nf,1.5,20,1,17,17,1802,0.4427
nf,1.5,20,1,18,18,1823,0.4392
nf,1.5,20,1,19,19,1875,0.4474
nf,1.5,20,1,20,20,1842,0.444
nf,1.5,20,1,21,21,1843,0.4421
nf,1.5,20,1,22,22,1564,0.4529
nf,1.5,20,1,23,23,1955,0.4471
nf,1.5,20,1,24,24,1685,0.4416
nf,1.5,20,1,25,25,2064,0.4443
nf,1.5,20,1,26,26,1662,0.4401
nf,1.5,20,1,27,27,1782,0.432
nf,1.5,20,1,28,28,1900,0.4334
nf,1.5,20,1,29,29,1786,0.4279
nf,1.5,20,3,0,0,3880,0.422
nf,1.5,20,3,1,1,4164,0.4211
nf,1.5,20,3,2,2,3918,0.4187
nf,1.5,20,3,3,3,4198,0.4198
nf,1.5,20,3,4,4,4171,0.4248
nf,1.5,20,3,5,5,4591,0.426
nf,1.5,20,3,6,6,3668,0.4148
nf,1.5,20,3,7,7,4009,0.4211
nf,1.5,20,3,8,8,3751,0.4137
nf,1.5,20,3,9,9,3518,0.4222
nf,1.5,20,3,10,10,3817,0.4194
nf,1.5,20,3,11,11,4096,0.4228
nf,1.5,20,3,12,12,4092,0.4178
nf,1.5,20,3,13,13,3821,0.4209
nf,1.5,20,3,14,14,4058,0.4256
nf,1.5,20,3,15,15,3688,0.4252
nf,1.5,20,3,16,16,4556,0.4308
nf,1.5,20,3,17,17,3879,0.4312
nf,1.5,20,3,18,18,4861,0.4218
nf,1.5,20,3,19,19,3407,0.4189
nf,1.5,20,3,20,20,3883,0.4247
nf,1.5,20,3,21,21,4822,0.4267
nf,1.5,20,3,22,22,3692,0.4122
nf,1.5,20,3,23,23,3953,0.4069
nf,1.5,20,3,24,24,4202,0.4157
nf,1.5,20,3,25,25,3471,0.4053
nf,1.5,20,3,26,26,4034,0.4203
nf,1.5,20,3,27,27,3576,0.432
nf,1.5,20,3,28,28,4210,0.4322
nf,1.5,20,3,29,29,4126,0.4242
nf,1.5,20,5,0,0,10675,0.4202
nf,1.5,20,5,1,1,8970,0.4192
nf,1.5,20,5,2,2,8135,0.4215
nf,1.5,20,5,3,3,8878,0.4189
nf,1.5,20,5,4,4,9196,0.4164
nf,1.5,20,5,5,5,8747,0.4209
nf,1.5,20,5,6,6,9335,0.4169
nf,1.5,20,5,7,7,10783,0.4223
nf,1.5,20,5,8,8,9402,0.421
nf,1.5,20,5,9,9,10317,0.4193
nf,1.5,20,5,10,10,8416,0.418
nf,1.5,20,5,11,11,8723,0.42
nf,1.5,20,5,12,12,9093,0.419
nf,1.5,20,5,13,13,8318,0.4128
nf,1.5,20,5,14,14,8615,0.4109
nf,1.5,20,5,15,15,9298,0.4176
nf,1.5,20,5,16,16,8207,0.4212
nf,1.5,20,5,17,17,9884,0.4216
nf,1.5,20,5,18,18,9293,0.4212
nf,1.5,20,5,19,19,8583,0.4191
nf,1.5,20,5,20,20,8864,0.4185
nf,1.5,20,5,21,21,8734,0.4202
nf,1.5,20,5,22,22,9474,0.4237
nf,1.5,20,5,23,23,10188,0.4229
nf,1.5,20,5,24,24,8682,0.4264
nf,1.5,20,5,25,25,10199,0.4278
nf,1.5,20,5,26,26,8982,0.43
nf,1.5,20,5,27,27,8679,0.4307
nf,1.5,20,5,28,28,9982,0.4326
nf,1.5,20,5,29,29,9584,0.435
